transaction_id,amount_usd,merchant_category,card_type,auth_method,channel,device_type,account_balance_usd,cvv_retry_count,velocity_score,merchant_risk_score,time_of_day_hour,day_of_week,error_text,category,retry_action_taken,delay_before_retry_min,outcome
txn_00042,138.01,Utilities,Visa,OTP,POS,Android Phone,839.48,1,0.0,17.7,3,1,Do Not Honour - Insufficient funds,insufficient_funds,delay_2hr_retry,30,recovered
txn_03283,34.17,Streaming,Mastercard,OTP,ATM,ATM Machine,1714.74,0,23.2,29.8,17,2,TXN_FAILED: Insufficient balance in account,insufficient_funds,retry_wallet,0,failed_again
txn_12690,92.42,Electronics,Mastercard,PIN,Online,Android Phone,935.83,0,1.3,43.0,4,3,Transaction blocked - suspicious activity detected,risk_block,no_retry,30,failed_again
txn_13307,43.84,Electronics,Amex,Biometric,In-App,Android Phone,1945.61,0,0.0,37.2,17,3,Customer authentication failed - OTP mismatch,otp_fail,delay_2hr_retry,30,failed_again
txn_11231,23.75,Utilities,Visa,PIN,Contactless,Windows PC,320.88,0,35.2,21.7,0,4,Do Not Honour - Insufficient funds,insufficient_funds,retry_upi,120,recovered
txn_01867,75.09,Electronics,Amex,Biometric,Online,POS Terminal,19385.16,0,14.3,48.0,0,6,Connection timeout during authorization,bank_timeout,retry_same_card,0,failed_again
txn_14429,31.61,Online Retail,Mastercard,No Authentication,POS,Android Phone,2427.07,0,18.0,25.1,19,1,"Issuer server not responding, request expired",bank_timeout,delay_2hr_retry,120,failed_again
txn_02451,103.96,Online Retail,Amex,OTP,Online,Android Phone,1521.74,0,4.3,36.2,11,1,ISO8583 message parsing error,network_error,delay_2hr_retry,360,failed_again
txn_03071,1357.38,Travel,Visa,3D Secure,POS,Windows PC,941.58,1,34.0,56.7,9,0,Available balance too low for this transaction,insufficient_funds,retry_wallet,30,recovered
txn_10506,63.37,Groceries,Mastercard,Biometric,Online,Smart Watch,1165.15,0,10.4,13.9,9,3,Gateway unreachable - network failure,network_error,retry_same_card,120,recovered
txn_13699,292.34,Restaurants,RuPay,3D Secure,POS,Android Phone,24961.42,0,4.7,15.0,15,0,Expiry date validation failed,card_expired,delay_2hr_retry,120,failed_again
txn_01124,142.64,Electronics,Visa,Biometric,Online,Tablet,3192.53,1,3.3,57.7,2,5,"Card no longer valid, expiry passed",card_expired,retry_same_card,0,failed_again
txn_02335,23.74,Groceries,Discover,3D Secure,POS,Android Phone,2723.46,0,12.4,55.4,4,1,OTP verification failed - incorrect code entered,otp_fail,delay_2hr_retry,120,failed_again
txn_19015,16.98,Fuel,Visa,OTP,POS,ATM Machine,5961.7,1,27.0,25.8,14,1,Connection timeout during authorization,bank_timeout,retry_same_card,120,recovered
txn_13133,27.45,Groceries,Mastercard,No Authentication,Online,Android Phone,7322.66,0,36.7,46.3,17,2,Card flagged for review - high risk score,risk_block,no_retry,360,failed_again
txn_19002,152.48,Crypto Exchange,Visa,3D Secure,Online,Android Phone,1387.64,0,34.1,57.0,6,3,ISO8583 message parsing error,network_error,no_retry,30,failed_again
txn_15567,30.75,Groceries,Visa,PIN,In-App,iPhone,7409.28,0,17.3,1.4,15,4,ISO8583 message parsing error,network_error,retry_wallet,0,failed_again
txn_02409,4.19,Online Retail,Discover,PIN,Online,Windows PC,1625.24,0,31.8,25.6,22,6,TXN_FAILED: Insufficient balance in account,insufficient_funds,retry_same_card,360,recovered
txn_17818,33.77,Electronics,Visa,No Authentication,In-App,iPhone,1833.75,0,22.1,59.8,6,2,Transaction blocked - suspicious activity detected,risk_block,no_retry,0,failed_again
txn_09459,308.47,Electronics,Visa,3D Secure,In-App,Android Phone,886.58,0,25.4,27.6,5,0,Decline code 51: Not enough balance,insufficient_funds,retry_upi,120,failed_again
txn_14218,115.68,Groceries,Visa,3D Secure,Online,iPhone,6573.74,0,22.0,38.4,9,1,Do Not Honour - Bank declined due to risk parameters,risk_block,retry_upi,0,failed_again
txn_01348,411.63,Electronics,Visa,OTP,Contactless,Android Phone,1638.39,0,3.6,38.5,15,2,Bank server did not respond in time,bank_timeout,retry_same_card,30,recovered
txn_05926,41.89,Online Retail,Mastercard,PIN,Online,Android Phone,179.54,0,31.5,35.0,3,5,"Card no longer valid, expiry passed",card_expired,retry_same_card,0,failed_again
txn_08356,24.09,Gift Cards,Visa,PIN,Online,Android Phone,3202.68,0,17.4,68.7,21,0,Gateway timeout - issuing bank unreachable,bank_timeout,delay_2hr_retry,30,recovered
txn_05344,288.71,Online Retail,Mastercard,Biometric,ATM,ATM Machine,8796.72,1,34.1,35.1,19,1,Transaction blocked - suspicious activity detected,risk_block,retry_upi,120,failed_again
txn_09049,57.27,Travel,Mastercard,3D Secure,POS,Tablet,4000.27,0,31.9,29.9,10,6,Do Not Honour - Bank declined due to risk parameters,risk_block,delay_2hr_retry,0,failed_again
txn_03888,70.33,Groceries,Amex,Biometric,ATM,POS Terminal,3180.82,0,40.5,41.6,14,6,Connection reset before response received,network_error,delay_2hr_retry,120,recovered
txn_05333,93.34,Fuel,Visa,Biometric,Online,ATM Machine,1222.37,0,14.3,41.6,23,0,Bank server did not respond in time,bank_timeout,retry_wallet,0,recovered
txn_19476,43.53,Online Retail,Amex,Biometric,ATM,Tablet,1013.41,1,9.3,34.1,13,4,Connection reset before response received,network_error,retry_same_card,120,recovered
txn_17695,95.05,Fuel,Visa,No Authentication,Contactless,Android Phone,3581.91,0,11.9,30.2,21,0,Do Not Honour - Bank declined due to risk parameters,risk_block,retry_upi,360,recovered
txn_19333,226.43,Crypto Exchange,Visa,OTP,In-App,Android Phone,1732.22,0,16.5,69.1,15,2,Transaction blocked - suspicious activity detected,risk_block,delay_2hr_retry,30,recovered
txn_00036,34.39,Fuel,RuPay,Biometric,Contactless,Android Phone,1362.91,0,16.4,32.1,10,4,ISO8583 message parsing error,network_error,delay_2hr_retry,0,failed_again
txn_07480,17.96,Online Retail,Mastercard,PIN,Contactless,Android Phone,2044.19,2,53.0,50.6,16,4,3DS authentication timeout after 30s,otp_fail,no_retry,360,failed_again
txn_18391,19.24,Utilities,Mastercard,3D Secure,Online,Windows PC,1330.99,0,13.5,32.4,23,0,Bank server did not respond in time,bank_timeout,delay_2hr_retry,120,failed_again
txn_10205,129.02,Electronics,Visa,OTP,ATM,Android Phone,1879.67,0,27.4,65.8,10,3,Bank server did not respond in time,bank_timeout,retry_same_card,120,recovered
txn_06602,267.56,Groceries,Visa,No Authentication,POS,iPhone,1106.8,0,7.1,48.5,16,0,TXN_FAILED: Insufficient balance in account,insufficient_funds,delay_2hr_retry,30,recovered
txn_19738,49.72,Online Retail,RuPay,PIN,POS,POS Terminal,1181.39,0,25.2,30.0,4,6,TXN_FAILED: Insufficient balance in account,insufficient_funds,retry_same_card,360,recovered
txn_05837,199.01,Travel,Visa,PIN,Online,POS Terminal,2631.85,0,45.5,47.7,8,4,Connection timeout during authorization,bank_timeout,delay_2hr_retry,0,recovered
txn_02316,39.35,Streaming,Discover,OTP,POS,Android Phone,9261.89,0,12.9,3.0,7,6,Card flagged for review - high risk score,risk_block,delay_2hr_retry,360,failed_again
txn_14967,7.66,Groceries,Visa,Biometric,Contactless,iPhone,3023.43,0,15.3,24.7,22,1,Network error - request could not be completed,network_error,no_retry,30,failed_again
txn_02700,16.69,Online Retail,Visa,OTP,POS,POS Terminal,3122.13,0,18.6,33.6,13,6,"Issuer server not responding, request expired",bank_timeout,retry_same_card,120,recovered
txn_00622,30.0,Fuel,Amex,PIN,In-App,Tablet,16433.56,0,45.8,45.8,1,0,Connection timeout during authorization,bank_timeout,delay_2hr_retry,0,failed_again
txn_01979,71.75,Fuel,Mastercard,OTP,Online,iPhone,219.05,0,23.8,15.4,13,6,Network error - request could not be completed,network_error,retry_wallet,120,recovered
txn_15012,81.7,Groceries,Amex,3D Secure,POS,Smart Watch,733.37,0,0.0,33.0,16,0,"Issuer server not responding, request expired",bank_timeout,retry_wallet,30,recovered
txn_00324,37.99,Fuel,Mastercard,OTP,ATM,Mac,345.56,0,17.0,29.5,1,3,Transaction blocked - suspicious activity detected,risk_block,no_retry,0,failed_again
txn_08731,42.11,Groceries,Discover,PIN,Online,POS Terminal,9011.16,0,23.6,27.4,20,6,Do Not Honour - Bank declined due to risk parameters,risk_block,retry_upi,120,failed_again
txn_12741,20.85,Restaurants,Mastercard,PIN,Online,Smart Watch,4452.66,0,8.2,30.9,12,1,TXN_FAILED: Insufficient balance in account,insufficient_funds,retry_wallet,360,recovered
txn_02309,65.27,Healthcare,Visa,3D Secure,ATM,ATM Machine,9385.03,0,15.7,39.1,18,0,Transaction blocked - suspicious activity detected,risk_block,delay_2hr_retry,30,failed_again
txn_03487,85.28,Electronics,Mastercard,3D Secure,POS,POS Terminal,512.88,0,0.0,43.0,8,5,Gateway timeout - issuing bank unreachable,bank_timeout,retry_same_card,30,recovered
txn_13012,2.78,Streaming,Mastercard,No Authentication,Contactless,Android Phone,286.4,1,27.8,23.4,0,0,Network error - request could not be completed,network_error,no_retry,120,failed_again
txn_05019,30.94,Healthcare,Visa,3D Secure,In-App,iPhone,4793.85,0,36.7,31.5,23,1,Gateway unreachable - network failure,network_error,retry_same_card,0,failed_again
txn_10125,15.6,Fuel,Visa,3D Secure,Online,Smart Watch,1744.92,0,18.5,17.7,15,4,Do Not Honour - Bank declined due to risk parameters,risk_block,retry_same_card,120,failed_again
txn_01228,382.22,Restaurants,Visa,3D Secure,Contactless,POS Terminal,2344.87,1,14.7,42.9,18,5,TXN_FAILED: Insufficient balance in account,insufficient_funds,delay_2hr_retry,0,recovered
txn_04169,225.29,Electronics,RuPay,3D Secure,Contactless,POS Terminal,1479.77,0,32.7,34.0,0,3,"Issuer server not responding, request expired",bank_timeout,no_retry,30,failed_again
txn_07725,6872.69,Travel,Visa,PIN,Online,ATM Machine,2123.19,0,28.7,36.7,16,1,Do Not Honour - Insufficient funds,insufficient_funds,retry_same_card,0,recovered
txn_08680,663.52,Crypto Exchange,Mastercard,3D Secure,In-App,iPhone,1173.6,0,57.9,67.9,23,0,Available balance too low for this transaction,insufficient_funds,retry_same_card,360,recovered
txn_19044,13.86,Fuel,Visa,Biometric,Online,Windows PC,3668.01,0,15.4,20.2,22,2,NPCI: UPI PIN retries exceeded,otp_fail,retry_upi,30,recovered
txn_13992,53.19,Travel,Amex,Biometric,Online,Windows PC,3932.48,0,20.3,32.6,10,4,Bank server did not respond in time,bank_timeout,retry_wallet,0,recovered
txn_19666,845.54,Electronics,Mastercard,No Authentication,Contactless,ATM Machine,3172.39,0,21.9,42.0,16,4,ISO8583 message parsing error,network_error,no_retry,0,failed_again
txn_16560,32.67,Online Retail,Mastercard,OTP,In-App,Tablet,590.85,0,37.6,37.7,19,4,NPCI: UPI PIN retries exceeded,otp_fail,retry_same_card,360,failed_again
txn_11415,52.5,Groceries,Mastercard,PIN,Online,Android Phone,787.78,0,5.3,58.9,9,2,ISO8583 message parsing error,network_error,retry_same_card,30,failed_again
txn_14279,85.16,Gift Cards,Amex,3D Secure,Contactless,Windows PC,3024.28,0,19.5,57.1,12,4,Gateway unreachable - network failure,network_error,retry_wallet,0,failed_again
txn_18728,1113.15,Electronics,Mastercard,3D Secure,Online,POS Terminal,1253.96,0,30.3,59.5,9,5,"Card no longer valid, expiry passed",card_expired,no_retry,30,failed_again
txn_04098,17.54,Streaming,Mastercard,PIN,ATM,POS Terminal,1315.3,0,13.0,48.3,22,3,Gateway timeout - issuing bank unreachable,bank_timeout,retry_same_card,30,recovered
txn_03572,200.01,Groceries,Discover,OTP,In-App,Windows PC,10345.46,0,20.6,37.6,1,6,Bank server did not respond in time,bank_timeout,retry_wallet,30,recovered
txn_11016,16.39,Fuel,Visa,OTP,POS,iPhone,2752.67,0,33.7,31.4,19,6,Do Not Honour - Insufficient funds,insufficient_funds,retry_wallet,30,failed_again
txn_03044,294.35,Travel,RuPay,No Authentication,Contactless,iPhone,451.49,0,20.2,8.3,6,2,Network error - request could not be completed,network_error,retry_upi,0,recovered
txn_06378,54.56,Groceries,Discover,Biometric,Contactless,iPhone,6314.49,0,21.1,23.0,20,2,Available balance too low for this transaction,insufficient_funds,retry_upi,0,recovered
txn_09377,296.87,Travel,Mastercard,Biometric,POS,Tablet,2776.5,0,18.7,31.8,21,0,Do Not Honour - Bank declined due to risk parameters,risk_block,retry_same_card,0,failed_again
txn_17317,310.69,Electronics,Mastercard,No Authentication,POS,POS Terminal,925.78,0,16.7,49.2,20,0,Bank server did not respond in time,bank_timeout,no_retry,120,failed_again
txn_05353,467.37,Electronics,Discover,No Authentication,Online,Windows PC,5630.3,0,7.9,66.6,12,0,Gateway unreachable - network failure,network_error,retry_upi,30,failed_again
txn_07663,48.71,Electronics,Amex,PIN,Contactless,ATM Machine,310.19,1,37.1,37.5,18,2,Transaction blocked - suspicious activity detected,risk_block,retry_wallet,360,failed_again
txn_11944,214.52,Electronics,Visa,OTP,Online,Android Phone,2986.78,0,4.3,40.5,13,5,ISO8583 message parsing error,network_error,no_retry,0,failed_again
txn_05991,116.11,Fuel,Visa,3D Secure,POS,Tablet,13313.86,0,42.5,27.2,4,3,Gateway unreachable - network failure,network_error,no_retry,0,failed_again
txn_06428,28.05,Groceries,Visa,PIN,POS,POS Terminal,1748.07,0,40.1,24.9,18,5,Connection reset before response received,network_error,retry_wallet,360,recovered
txn_10995,76.51,Electronics,Visa,OTP,POS,Android Phone,1560.47,0,13.4,43.4,12,0,Gateway timeout - issuing bank unreachable,bank_timeout,retry_upi,0,recovered
txn_18635,54.13,Groceries,Visa,PIN,Online,Android Phone,3953.81,1,15.8,52.2,3,6,Card flagged for review - high risk score,risk_block,retry_same_card,120,failed_again
txn_04448,33.24,Crypto Exchange,RuPay,Biometric,Online,ATM Machine,7615.65,0,16.2,82.7,17,1,3DS authentication timeout after 30s,otp_fail,delay_2hr_retry,30,failed_again
txn_01262,226.65,Restaurants,Mastercard,No Authentication,POS,POS Terminal,1970.91,0,45.8,24.8,18,1,Gateway timeout - issuing bank unreachable,bank_timeout,retry_same_card,30,recovered
txn_13065,2.53,Streaming,Visa,No Authentication,In-App,Windows PC,4724.75,0,20.3,29.4,7,6,Available balance too low for this transaction,insufficient_funds,delay_2hr_retry,30,recovered
txn_05684,12.09,Groceries,Mastercard,No Authentication,In-App,iPhone,5376.45,0,18.4,54.5,3,2,Bank server did not respond in time,bank_timeout,retry_same_card,120,recovered
txn_17729,616.94,Electronics,Mastercard,No Authentication,ATM,iPhone,3653.6,0,14.3,65.5,7,5,"Issuer server not responding, request expired",bank_timeout,retry_wallet,120,recovered
txn_05997,22.02,Utilities,Visa,3D Secure,Contactless,iPhone,7955.91,0,3.6,22.3,21,1,Gateway unreachable - network failure,network_error,retry_same_card,0,recovered
txn_15974,220.32,Groceries,Visa,No Authentication,Contactless,ATM Machine,1409.14,0,19.3,38.4,22,0,Do Not Honour - Insufficient funds,insufficient_funds,retry_upi,0,failed_again
txn_13686,38.11,Groceries,Mastercard,3D Secure,Contactless,iPhone,2445.17,0,43.7,14.9,18,0,Do Not Honour - Bank declined due to risk parameters,risk_block,no_retry,0,failed_again
txn_14898,806.98,Travel,Mastercard,Biometric,POS,iPhone,1302.11,0,21.9,25.0,11,3,Gateway timeout - issuing bank unreachable,bank_timeout,delay_2hr_retry,120,failed_again
txn_08198,146.8,Utilities,Visa,3D Secure,Online,Tablet,2301.88,0,36.2,36.0,11,6,Connection reset before response received,network_error,retry_upi,0,recovered
txn_02772,79.61,Groceries,Discover,Biometric,Contactless,Android Phone,713.79,0,13.7,58.9,23,2,Bank server did not respond in time,bank_timeout,retry_upi,360,recovered
txn_06686,105.83,Groceries,Amex,OTP,Online,Windows PC,2327.74,0,24.1,29.2,23,3,Customer authentication failed - OTP mismatch,otp_fail,retry_upi,0,failed_again
txn_18751,50.66,Gaming,RuPay,3D Secure,Online,Windows PC,4659.77,1,23.3,39.3,19,5,Gateway unreachable - network failure,network_error,retry_same_card,360,recovered
txn_16466,18.25,Online Retail,Mastercard,3D Secure,ATM,ATM Machine,1653.32,0,16.5,9.3,8,4,Transaction blocked - suspicious activity detected,risk_block,retry_upi,360,failed_again
txn_19844,1004.35,Travel,Mastercard,Biometric,POS,Windows PC,602.65,1,8.8,22.8,6,3,Do Not Honour - Insufficient funds,insufficient_funds,delay_2hr_retry,120,recovered
txn_18338,111.77,Streaming,Mastercard,3D Secure,Online,Tablet,544.29,0,22.6,31.7,11,4,Gateway timeout - issuing bank unreachable,bank_timeout,retry_wallet,120,recovered
txn_02251,85.19,Online Retail,Mastercard,3D Secure,In-App,Android Phone,1046.84,0,16.8,70.0,9,1,Gateway timeout - issuing bank unreachable,bank_timeout,retry_same_card,0,recovered
txn_12180,97.26,Electronics,Visa,No Authentication,Contactless,Tablet,2471.79,0,37.5,38.4,22,5,Bank server did not respond in time,bank_timeout,delay_2hr_retry,360,recovered
txn_12802,87.31,Online Retail,Visa,OTP,Online,POS Terminal,2448.25,0,26.9,23.0,5,5,Do Not Honour - Bank declined due to risk parameters,risk_block,retry_upi,120,failed_again
txn_03249,57.41,Utilities,Visa,3D Secure,POS,Android Phone,1394.92,0,21.3,64.2,9,3,Connection timeout during authorization,bank_timeout,no_retry,30,failed_again
txn_18085,319.96,Online Retail,Mastercard,No Authentication,POS,iPhone,617.16,0,17.2,28.9,19,0,Do Not Honour - Insufficient funds,insufficient_funds,no_retry,30,failed_again
txn_02754,59.04,Groceries,Visa,Biometric,POS,Android Phone,869.9,1,15.7,24.6,18,2,"Issuer server not responding, request expired",bank_timeout,retry_upi,360,recovered
txn_08704,16.59,Fuel,Visa,Biometric,Contactless,iPhone,513.1,0,22.5,33.6,1,2,OTP verification failed - incorrect code entered,otp_fail,retry_same_card,360,failed_again
txn_08059,40.84,Utilities,Mastercard,OTP,Online,Android Phone,548.72,0,0.0,23.9,10,2,Do Not Honour - Insufficient funds,insufficient_funds,retry_upi,120,failed_again
txn_14696,15.69,Streaming,Mastercard,Biometric,POS,Windows PC,2487.65,1,41.6,34.5,5,1,ISO8583 message parsing error,network_error,no_retry,30,failed_again
txn_08249,421.73,Crypto Exchange,Mastercard,Biometric,Online,POS Terminal,1919.08,1,33.6,80.6,15,5,Card flagged for review - high risk score,risk_block,retry_same_card,360,failed_again
txn_08183,125.73,Healthcare,Mastercard,PIN,POS,iPhone,786.47,0,5.5,33.1,18,1,Card expired - decline code 54,card_expired,delay_2hr_retry,0,failed_again
txn_11984,23.5,Groceries,Visa,3D Secure,Online,Mac,506.65,0,33.1,42.4,9,4,Gateway unreachable - network failure,network_error,delay_2hr_retry,0,recovered
txn_04700,35.22,Groceries,RuPay,Biometric,In-App,iPhone,1265.43,0,28.3,32.0,13,6,Do Not Honour - Bank declined due to risk parameters,risk_block,delay_2hr_retry,30,failed_again
txn_07925,116.44,Restaurants,Mastercard,Biometric,Online,Tablet,946.27,0,40.9,37.8,17,3,Transaction blocked - suspicious activity detected,risk_block,no_retry,0,failed_again
txn_09076,43.6,Utilities,Mastercard,3D Secure,POS,POS Terminal,2809.1,0,18.8,40.2,10,4,Available balance too low for this transaction,insufficient_funds,retry_upi,30,recovered
txn_00424,7.65,Fuel,Amex,3D Secure,Online,Android Phone,2147.92,0,23.6,18.9,19,6,ISO8583 message parsing error,network_error,retry_same_card,0,failed_again
txn_17647,59.99,Online Retail,RuPay,3D Secure,POS,Android Phone,2292.24,0,36.2,40.3,14,5,Do Not Honour - Bank declined due to risk parameters,risk_block,retry_wallet,30,recovered
txn_09889,36.17,Gift Cards,Visa,OTP,Online,Android Phone,4274.02,0,0.0,85.3,0,6,TXN_FAILED: Insufficient balance in account,insufficient_funds,delay_2hr_retry,360,failed_again
txn_09505,87.33,Groceries,RuPay,No Authentication,POS,Android Phone,386.11,0,1.4,7.6,6,5,Available balance too low for this transaction,insufficient_funds,retry_upi,120,recovered
txn_16139,103.29,Groceries,Amex,OTP,Contactless,Tablet,1800.78,0,0.0,27.1,5,2,Card flagged for review - high risk score,risk_block,delay_2hr_retry,0,failed_again
txn_17062,34.46,Online Retail,Amex,OTP,Contactless,Mac,1216.98,0,47.0,50.6,13,1,Card flagged for review - high risk score,risk_block,retry_same_card,360,failed_again
txn_03687,86.78,Groceries,Mastercard,Biometric,Online,Windows PC,1626.92,0,4.4,40.9,5,0,OTP verification failed - incorrect code entered,otp_fail,no_retry,0,failed_again
txn_03143,13.13,Restaurants,Mastercard,OTP,In-App,ATM Machine,1797.98,0,14.3,23.5,17,2,Connection timeout during authorization,bank_timeout,no_retry,30,failed_again
txn_17100,290.07,Electronics,Mastercard,PIN,Online,iPhone,707.57,0,11.7,47.3,9,1,TXN_FAILED: Insufficient balance in account,insufficient_funds,no_retry,120,failed_again
txn_15847,91.94,Streaming,Amex,OTP,POS,iPhone,5546.9,0,51.4,14.6,2,3,Card flagged for review - high risk score,risk_block,retry_same_card,120,recovered
txn_13048,21.77,Gaming,Mastercard,3D Secure,POS,POS Terminal,2156.28,1,6.7,73.9,6,0,Transaction blocked - suspicious activity detected,risk_block,retry_same_card,360,failed_again
txn_06434,5.32,Streaming,Visa,Biometric,In-App,POS Terminal,1910.72,0,14.7,32.4,19,3,Network error - request could not be completed,network_error,retry_wallet,120,recovered
txn_01714,161.79,Groceries,Visa,OTP,ATM,iPhone,1624.12,0,4.2,55.6,1,6,Bank server did not respond in time,bank_timeout,no_retry,30,failed_again
txn_00032,22.47,Online Retail,RuPay,OTP,POS,Mac,3732.72,0,14.3,56.3,11,5,Connection timeout during authorization,bank_timeout,retry_upi,0,recovered
txn_11057,408.23,Travel,Mastercard,No Authentication,In-App,iPhone,2365.12,0,2.4,30.6,7,5,Card flagged for review - high risk score,risk_block,delay_2hr_retry,30,failed_again
txn_14166,20.09,Groceries,Visa,3D Secure,Contactless,iPhone,484.55,1,28.0,24.2,13,2,Card flagged for review - high risk score,risk_block,retry_upi,120,recovered
txn_01434,565.75,Electronics,Visa,3D Secure,Online,POS Terminal,2353.39,0,23.9,44.5,22,4,Connection reset before response received,network_error,no_retry,360,failed_again
txn_12898,14.75,Restaurants,Mastercard,3D Secure,Online,Mac,2405.96,1,3.6,64.0,9,4,Bank server did not respond in time,bank_timeout,retry_wallet,120,failed_again
txn_02253,818.88,Travel,Mastercard,OTP,Online,Windows PC,857.63,1,30.0,18.5,21,1,Available balance too low for this transaction,insufficient_funds,delay_2hr_retry,0,recovered
txn_11938,124.97,Electronics,Visa,3D Secure,POS,POS Terminal,766.62,1,13.5,48.7,1,0,Do Not Honour - Bank declined due to risk parameters,risk_block,no_retry,120,failed_again
txn_06441,695.97,Travel,Amex,3D Secure,In-App,Android Phone,2162.62,0,37.2,39.3,10,6,Connection reset before response received,network_error,retry_same_card,30,recovered
txn_11120,51.55,Restaurants,Mastercard,PIN,POS,POS Terminal,2360.14,1,39.0,0.0,4,2,Customer authentication failed - OTP mismatch,otp_fail,retry_same_card,0,failed_again
txn_00648,51.57,Online Retail,Visa,3D Secure,POS,iPhone,5913.57,0,13.3,25.4,18,6,ISO8583 message parsing error,network_error,retry_wallet,0,failed_again
txn_07758,153.85,Online Retail,Amex,PIN,POS,Android Phone,953.36,0,34.4,52.8,8,2,Connection timeout during authorization,bank_timeout,retry_same_card,30,recovered
txn_10447,69.63,Groceries,Visa,PIN,Online,ATM Machine,15346.82,0,19.9,29.9,15,6,ISO8583 message parsing error,network_error,no_retry,0,failed_again
txn_09862,22.17,Gaming,Amex,No Authentication,Online,Android Phone,7602.32,0,19.0,76.2,0,2,Do Not Honour - Bank declined due to risk parameters,risk_block,delay_2hr_retry,30,failed_again
txn_07804,166.13,Electronics,Mastercard,Biometric,Contactless,Tablet,360.87,0,0.0,67.8,6,2,Gateway unreachable - network failure,network_error,delay_2hr_retry,0,failed_again
txn_17766,64.15,Healthcare,Mastercard,OTP,POS,Tablet,201.1,0,8.6,24.9,20,0,Bank server did not respond in time,bank_timeout,retry_same_card,30,failed_again
txn_01322,8.34,Streaming,RuPay,OTP,POS,Smart Watch,2012.3,2,0.0,38.8,7,3,OTP verification failed - incorrect code entered,otp_fail,delay_2hr_retry,120,recovered
txn_15149,61.55,Groceries,Mastercard,PIN,POS,iPhone,3489.68,0,34.7,38.1,13,0,Card flagged for review - high risk score,risk_block,retry_wallet,360,recovered
txn_05150,41.14,Electronics,Visa,No Authentication,Online,Tablet,2060.45,0,30.7,59.7,13,5,Gateway unreachable - network failure,network_error,delay_2hr_retry,120,recovered
txn_13021,152.98,Online Retail,Mastercard,Biometric,Online,Windows PC,2033.78,0,13.2,27.9,14,5,Card flagged for review - high risk score,risk_block,retry_upi,120,failed_again
txn_06815,41.95,Online Retail,Visa,OTP,Online,POS Terminal,968.53,0,28.3,47.8,17,2,Connection timeout during authorization,bank_timeout,retry_upi,360,failed_again
txn_08613,11.89,Streaming,RuPay,OTP,POS,Smart Watch,5463.12,1,4.8,50.5,19,6,Connection reset before response received,network_error,retry_same_card,30,recovered
txn_10232,153.36,Restaurants,Mastercard,PIN,In-App,Windows PC,1894.11,0,26.9,26.0,20,5,Gateway unreachable - network failure,network_error,retry_upi,30,recovered
txn_15466,32.99,Groceries,Visa,OTP,In-App,POS Terminal,994.58,1,38.9,40.9,15,4,"Card no longer valid, expiry passed",card_expired,no_retry,120,failed_again
txn_03377,82.99,Streaming,Visa,PIN,In-App,Tablet,13700.69,0,1.8,40.7,2,0,Gateway timeout - issuing bank unreachable,bank_timeout,retry_upi,30,recovered
txn_13910,10.24,Restaurants,Amex,OTP,In-App,Windows PC,1066.2,0,15.2,46.7,0,1,Transaction blocked - suspicious activity detected,risk_block,retry_same_card,0,failed_again
txn_16072,7.36,Streaming,Visa,3D Secure,In-App,Android Phone,484.0,0,41.0,41.8,17,0,Do Not Honour - Bank declined due to risk parameters,risk_block,no_retry,30,failed_again
txn_04255,91.46,Travel,Amex,3D Secure,Online,Android Phone,3874.03,0,29.5,30.1,0,3,Connection reset before response received,network_error,retry_upi,30,recovered
txn_02535,240.73,Electronics,Mastercard,3D Secure,Contactless,POS Terminal,1099.15,0,0.0,42.5,19,6,Network error - request could not be completed,network_error,retry_wallet,120,recovered
txn_09535,256.74,Online Retail,Visa,No Authentication,POS,Android Phone,9897.85,0,11.0,33.7,6,1,"Issuer server not responding, request expired",bank_timeout,no_retry,30,failed_again
txn_09335,2.5,Streaming,Mastercard,OTP,Online,POS Terminal,417.96,0,14.6,47.0,5,6,Network error - request could not be completed,network_error,retry_same_card,360,failed_again
txn_01625,120.57,Streaming,Discover,OTP,Online,POS Terminal,492.89,0,4.8,40.6,20,5,Card expired - decline code 54,card_expired,delay_2hr_retry,120,failed_again
txn_01430,445.84,Travel,RuPay,PIN,Online,Smart Watch,2589.38,0,15.8,37.1,14,6,Connection timeout during authorization,bank_timeout,retry_wallet,360,recovered
txn_03223,244.86,Travel,Visa,3D Secure,Online,Windows PC,347.95,0,24.8,34.9,11,4,Do Not Honour - Bank declined due to risk parameters,risk_block,no_retry,30,failed_again
txn_07705,2.64,Online Retail,RuPay,Biometric,POS,Windows PC,423.78,0,38.6,27.8,18,1,Available balance too low for this transaction,insufficient_funds,retry_wallet,0,recovered
txn_00218,10.91,Healthcare,RuPay,3D Secure,Online,Android Phone,1824.7,0,14.8,37.4,5,0,TXN_FAILED: Insufficient balance in account,insufficient_funds,retry_upi,0,failed_again
txn_01863,200.87,Online Retail,Mastercard,Biometric,Contactless,Android Phone,3366.05,0,21.4,20.4,7,4,"Issuer server not responding, request expired",bank_timeout,no_retry,30,failed_again
txn_11374,28.8,Healthcare,Mastercard,PIN,POS,Android Phone,4104.05,0,48.9,48.0,6,2,Network error - request could not be completed,network_error,retry_wallet,0,failed_again
txn_00266,497.31,Electronics,Visa,OTP,POS,Tablet,5996.65,0,7.7,33.8,10,0,ISO8583 message parsing error,network_error,no_retry,30,failed_again
